id,url,date,content,replyCount,retweetCount,likeCount,quoteCount
1498395047745654785,https://twitter.com/HenryJKraven/status/1498395047745654785,2022-02-28 20:29:52+00:00,"10 hours ago. Polina, nine years old, was in her final year of primary school. She was killed along with her mother and father when Russian troops opened fire on their family car, according to Kyiv’s local authority. https://t.co/SLp3q3EMs7",312,1172,1972,238
1499740159469932545,https://twitter.com/marcorubio/status/1499740159469932545,2022-03-04 13:34:52+00:00,"President Biden and NATO need to make clear to #Belarus that it would be a terrible mistake to send troops into #Ukraine

Prudence limits our options against #Russia

Belarus is not Russia",311,390,2332,38
1498001714464624643,https://twitter.com/CBSNews/status/1498001714464624643,2022-02-27 18:26:54+00:00,"THREAD: Countless people are gathering in different cities across the globe, like here in Berlin, to protest and denounce Russia’s decision to invade Ukraine and stand in solidarity with Ukrainians.

MORE: https://t.co/Tlcat2xclW https://t.co/CNakGp0qjY",310,2637,10038,287
1499444497222148096,https://twitter.com/DeptofDefense/status/1499444497222148096,2022-03-03 18:00:01+00:00,.@SecDef: There is no reason for Russia to invade Ukraine. https://t.co/7tLPaQEYG5,309,209,891,21
1490768134072012803,https://twitter.com/Acyn/status/1490768134072012803,2022-02-07 19:23:14+00:00,"Gaetz: While the Biden Administration, the media, and many in Congress beat the drums of war for Ukraine, there is a far more significant threat to our nation accelerating rapidly close to home: Argentina… https://t.co/mkSrBrbsy1",308,90,472,94
1499162720700149760,https://twitter.com/ZaidZamanHamid/status/1499162720700149760,2022-03-02 23:20:20+00:00,"Never ever forget this...
United States and NATO pouring death on to Baghdad and other Iraqi cities.... Killing tens of thousands of women and children and civilians.....
Incredibly Ukraine was also part of this campaign of death and blood..

I guess it is karma time.

#Ukriane https://t.co/HNa1e77T8Y",307,1314,2865,81
1498389443220148225,https://twitter.com/mariashriver/status/1498389443220148225,2022-02-28 20:07:36+00:00,"This is a powerful message from Ukraine’s First Lady, #OlenaZelenska. She’s a mother, a wife, an accomplished professional, a patriot. Never forget that when one person serves in politics, the whole family ends up serving. That is most definitely the case here. #StandWithUkraine https://t.co/8Agq9ZLA3H",304,6329,39763,261
1499531172908609543,https://twitter.com/FrancescaEbel/status/1499531172908609543,2022-03-03 23:44:26+00:00,"Russia invaded Ukraine a week ago. I took this video of Khreschatyk, central Kyiv, on the night before the invasion, and sent to friends who asked what life was like in the capital, whether people were panicking, readying for war amid the warnings etc. It’s hard to watch it now. https://t.co/Ifrl3qrwF3",304,7611,31696,375
1491481930373730311,https://twitter.com/RepBethVanDuyne/status/1491481930373730311,2022-02-09 18:39:37+00:00,"There is a:

❌Crisis in our economy
❌Crisis at our border
❌Crisis in Ukraine

And the Biden administration decides it is time to fund crack pipes for drug addicts. @POTUS does not take our country seriously.
https://t.co/wfAdqJYR6y",304,98,230,18
1498809728331235328,https://twitter.com/OccupyDemocrats/status/1498809728331235328,2022-03-01 23:57:40+00:00,"BREAKING: Trump lashes out at ""RINOs, Warmongers, and Fake News"" who he claims misrepresented his praise of Putin and insists the Ukraine war wouldn't have happened on his watch — in reality he called Putin ""savvy"" and ""pretty smart"" for invading. RT IF YOU KNOW THE TRUTH!",303,2192,4338,99
1489699667990487047,https://twitter.com/SecBlinken/status/1489699667990487047,2022-02-04 20:37:32+00:00,"I spoke with Ukrainian Foreign Minister @DmytroKuleba about what more we can do to deter Russia’s aggression. We stand with Ukraine and its people, who want peace, and will always support Ukraine’s sovereignty and territorial integrity.",303,439,2073,43
1489236088824737797,https://twitter.com/marcorubio/status/1489236088824737797,2022-02-03 13:55:26+00:00,"No one supports or is calling for sending U.S. troops to fight in #Ukraine 

Not even Ukraine

But if there aren’t serious consequences for just going in &amp; taking another country we will enter into dangerous new era for America &amp; the world",303,105,795,37
1498807015392649216,https://twitter.com/nexta_tv/status/1498807015392649216,2022-03-01 23:46:53+00:00,"🥀In the #Kyiv region, Marina Kalabina, an anesthesiologist at the Scientific and Practical Medical Center for Pediatric Cardiology and Cardiac Surgery, died under the shelling of Russian troops. This was reported by the Minister of Health of #Ukraine Viktor Lyashko. https://t.co/7ubwIW4OKS",302,1748,6482,180
1499471235641749510,https://twitter.com/BBCWorld/status/1499471235641749510,2022-03-03 19:46:16+00:00,Ukraine: The amateur fighters ready to take on Russian troops https://t.co/DTRzc3gg8W,302,497,3174,43
1496992161702854662,https://twitter.com/PoliticsForUK/status/1496992161702854662,2022-02-24 23:35:18+00:00,"🚨| New: Boris Johnson has signalled that Russia’s president, Vladimir Putin, could face war crimes charges over the invasion of Ukraine",302,164,1633,88
1499167787696082944,https://twitter.com/jemsmyth/status/1499167787696082944,2022-03-02 23:40:28+00:00,"Conservatives accepted £80,000 from Russia-linked donor on eve of Ukraine war https://t.co/enV5L29Pkc",300,4740,7221,408
1499152379815596036,https://twitter.com/Hayley_Zeng007/status/1499152379815596036,2022-03-02 22:39:14+00:00,"I’m Chinese and I stand with Ukraine 
Glory to Ukraine🇺🇦 
#UkraineRussiaWar #StopPutinNOW https://t.co/hSuL5EJetX",299,463,2703,25
1496978425176899584,https://twitter.com/AVindman/status/1496978425176899584,2022-02-24 22:40:43+00:00,"Audio of Russian warship directing the Ukraine border guards, defending Snake Island—off the Southwest cost of Odessa—to surrender or be fired on. The response from Ukraine, “go screw yourself.” https://t.co/cmETkSr53L",298,2211,10119,211
1493981839983321098,https://twitter.com/NATO/status/1493981839983321098,2022-02-16 16:13:22+00:00,"Statement by NATO Defence Ministers on the situation in and around Ukraine

#NATO | #DefMin | #Ukraine 🇺🇦",298,350,782,34
1494097151814782978,https://twitter.com/cnnbrk/status/1494097151814782978,2022-02-16 23:51:34+00:00,"Russia has added about 7,000 troops along Ukraine's border, despite claims of pullback, US administration official says https://t.co/WVyWFqsKpI",297,505,1222,97
1494283090759458819,https://twitter.com/trussliz/status/1494283090759458819,2022-02-17 12:10:25+00:00,"Very concerned about reports today of increased Russian aggression: over 7,000 extra troops near the Ukraine border and an attack by pro-Russian troops on a kindergarten in Ukraine. 🇬🇧 calls on Russia to withdraw its troops - there is still time for diplomacy and de-escalation.",297,286,932,46
1486279961661091842,https://twitter.com/RichardGrenell/status/1486279961661091842,2022-01-26 10:08:51+00:00,"Sanction the Russian pipeline immediately - and stop it from starting. 

Why are we readying US troops before serious diplomacy is tried?!",296,1757,7476,78
1494644936477708357,https://twitter.com/phildstewart/status/1494644936477708357,2022-02-18 12:08:16+00:00,"BREAKING (Reuters) 169,000-190,000 Russian troops in and near Ukraine compared with around 100,000 on Jan. 30, U.S. envoy to OSCE says. ""This is the most significant military mobilization in Europe since the Second World War.""",296,2798,6791,229
1487232162021752832,https://twitter.com/JakeEvansGA/status/1487232162021752832,2022-01-29 01:12:33+00:00,"Should we send troops to the US-Mexico border, NOT the Ukraine-Russia border?

YES         YES          YES
 👇           👇            👇",295,799,2933,47
1499464811394088961,https://twitter.com/MarshaBlackburn/status/1499464811394088961,2022-03-03 19:20:44+00:00,"When Putin and Xi met at the Olympic Opening Ceremony, were they discussing Russia’s ‘perfect’ time to invade Ukraine?",295,376,1887,32
1495764206079156231,https://twitter.com/ScottPresler/status/1495764206079156231,2022-02-21 14:15:51+00:00,"In 2014, Russia invaded Crimea. 

In 2022, Russia is on the verge of invading Ukraine. 

Isn’t it interesting that Russia never tried to invade Ukraine under President Trump?",293,1014,6097,39
1497799151467253764,https://twitter.com/KyivIndependent/status/1497799151467253764,2022-02-27 05:02:00+00:00,"⚡️Snake Island defenders who told the Russian navy ‘go f*ck yourself’ may still be alive, Ukraine’s State Border Guard Service says. 

As previously reported, on Feb. 24, Russian forces fired from naval weapons and combat aircraft on Ukrainian soldiers and captured the island.",292,3245,22931,379
1498772818607099906,https://twitter.com/CNN/status/1498772818607099906,2022-03-01 21:31:00+00:00,One African medical student told CNN that she and other foreigners were ordered off the public transit bus at a checkpoint between Ukraine and Poland border https://t.co/UuMdU4Gdc0,292,379,878,59
1492213751550025731,https://twitter.com/CNBCnow/status/1492213751550025731,2022-02-11 19:07:37+00:00,"BREAKING: U.S. sees continued signs of Russian troops arriving at Ukrainian border, Natl. Security Advisor Jake Sullivan says. The U.S. believes ""we are in the window when an invasion could begin at any time""  and the U.S. is ready ""to respond decisively"" https://t.co/GF6FSPiIND https://t.co/ydCw0vWIS0",291,553,996,206
1499781162889326593,https://twitter.com/Cliff_Sims/status/1499781162889326593,2022-03-04 16:17:48+00:00,"Russia invaded Georgia under Bush, took Crimea under Obama, invaded Ukraine under Biden... Perhaps the most compelling argument that Putin wouldn't have invaded Ukraine if Trump were president is that Putin didn't invade Ukraine while Trump was president. https://t.co/zbmnC3eFCR",291,277,918,29
1495094803519975425,https://twitter.com/GeorgePapa19/status/1495094803519975425,2022-02-19 17:55:53+00:00,"Biden has sent his “border czar”, Kamala Harris,  to “secure Ukraine’s border” at a time when she hasn’t visited America’s southern border once.

The amount of illegals and fentanyl passing through hit a record last year.

The world is mocking us",290,1415,5078,61
1497314952515702786,https://twitter.com/ruffydfire/status/1497314952515702786,2022-02-25 20:57:58+00:00,+40747568035 call Mr Okafor on that number.He is a Nigerian official.He is waiting at the Romanian border to help Nigerians.I spoke to him.He will assist with getting into Romania.Retweet for people in Ukraine.,289,17532,13734,186
1498766063877697540,https://twitter.com/IAPonomarenko/status/1498766063877697540,2022-03-01 21:04:10+00:00,"As far as I understand, these are Azov troops inspecting their new spoils of war after destroying a Russian force near Mariupol https://t.co/Y6sesNpP4i",289,1411,9478,80
1500153115072475136,https://twitter.com/lhfang/status/1500153115072475136,2022-03-05 16:55:48+00:00,"The leftists defending Russia’s “justified security concerns” claim the US would invade Mexico if Mexico made gestures towards joining an adversary’s (ie Russia/China) orbit. Uhhh that war would be wrong, too and the world should punish the US if that happened.  Hope that helps.",289,119,1065,86
1495007425195352067,https://twitter.com/jensstoltenberg/status/1495007425195352067,2022-02-19 12:08:40+00:00,These are dangerous days for European security. #Russia has relentlessly massed troops in &amp; around #Ukraine in the biggest military build-up since the Cold War. #NATO Allies continue their strong diplomatic efforts to find a political solution. #MSC2022 https://t.co/Rwd9jE1Y4I,289,431,1049,48
1494723385292636170,https://twitter.com/FoxNews/status/1494723385292636170,2022-02-18 17:20:00+00:00,"Rand Paul says Ukraine joining NATO is a 'dumb idea', that would provoke 'pariah nation' of Russia https://t.co/uBkUbDIdu3",289,73,372,18
1496949016537489415,https://twitter.com/atensnut/status/1496949016537489415,2022-02-24 20:43:52+00:00,We do not need to be in this Biden Ukraine mess.  We need to be at our own southern border.,288,1654,9549,39
1499521433462087680,https://twitter.com/JTV____/status/1499521433462087680,2022-03-03 23:05:44+00:00,"Just finished our stream! Put on our Stop War t-shirts in @decentraland @WonderZoneGames 

Created by @Ugnudesign 

This is also an #NFTGiveaway tweet as well, up to 300. I giveaway free #NFTs after every https://t.co/iyEuOyeujc stream!
#Metaverse #PolygonNFT #Ukraine @Ukraine https://t.co/67uYo1w7mF",287,127,223,5
1499407077843816454,https://twitter.com/Franklin_Graham/status/1499407077843816454,2022-03-03 15:31:19+00:00,Please join me in praying for the 2nd round of peace talks being held this morning on the border of Belarus with delegations from Ukraine &amp; Russia. Pray that they will be able to come to an agreement that will allow this unnecessary war &amp; loss of life to end.,286,578,5772,36
1488969219668467717,https://twitter.com/Reuters/status/1488969219668467717,2022-02-02 20:15:00+00:00,"President Joe Biden's administration announced the deployment of nearly 3,000 American troops to Eastern Europe in the coming days amid a standoff with Russia over Ukraine, moving to shield NATO allies from potential spillover if war erupts https://t.co/0ObeG5rmdM https://t.co/ulcoUjjZ8x",285,362,636,307
1492534774405255172,https://twitter.com/WinsomeSears/status/1492534774405255172,2022-02-12 16:23:14+00:00,"Lord, Pres. Biden has sent another 3,000 troops to Poland in light of the Ukraine-Russia situation. Lord, I know that you WILL give our president the wisdom and guidance on how to handle this possible tinder box--if he asks You.  We have seen too much of war.  #EverForward #USA",284,726,7189,62
1496197359734300672,https://twitter.com/ZelenskyyUa/status/1496197359734300672,2022-02-22 18:57:03+00:00,Global business leaders #StandWithUkraine. Grateful to Sir @richardbranson for clear understanding of the situation and willingness to join efforts implementing Ukraine support projects,284,594,5051,35
1493313767396028416,https://twitter.com/marcorubio/status/1493313767396028416,2022-02-14 19:58:41+00:00,"I truly hope a #UkraineInvasion can be avoided by diplomacy 

But the problem is that Putin doesn’t just want #Ukraine to never join NATO

He wants a Ukraine with a pro-Russian puppet government",284,76,517,20
1490123790247989254,https://twitter.com/washingtonpost/status/1490123790247989254,2022-02-06 00:42:51+00:00,"Russia could invade Ukraine within days, causing up to 50,000 civilian deaths, U.S. intelligence assessments find https://t.co/xATJsimldy",284,285,467,118
1498037789145051136,https://twitter.com/spectatorindex/status/1498037789145051136,2022-02-27 20:50:15+00:00,BREAKING: Large convoy of Russian troops and tanks is moving towards Kyiv,283,1963,8198,258
1490307797350760454,https://twitter.com/BBCWorld/status/1490307797350760454,2022-02-06 12:54:02+00:00,US sources say Russia 70% ready to invade Ukraine https://t.co/SNTbjpmamm,283,197,631,70
1500137437107998720,https://twitter.com/SenRickScott/status/1500137437107998720,2022-03-05 15:53:30+00:00,Just spoke with President @ZelenskyyUa. The U.S. must immediately help Ukraine &amp; punish Putin &amp; his thugs for their unlawful invasion by imposing severest sanctions &amp; treat Belarus like Russia by taking EVERY action to destroy their economies. #StandWithUkraine 🇺🇦 🇺🇸,282,110,482,24
1492306105522921478,https://twitter.com/timburchett/status/1492306105522921478,2022-02-12 01:14:35+00:00,It’s ironic that @POTUS is more concerned about the border between Russia and Ukraine than the border between the USA and Mexico.,281,88,888,24
1499833639961608195,https://twitter.com/ChrisVanHollen/status/1499833639961608195,2022-03-04 19:46:19+00:00,We must do more to hold Putin accountable for his ruthless attack on Ukraine and potential war crimes against Ukrainians. That’s why I’m co-sponsoring a resolution supporting a full @IntlCrimCourt investigation into the atrocities being committed. #StandWithUkraine,281,32,142,5
1497260918161379329,https://twitter.com/nytimes/status/1497260918161379329,2022-02-25 17:23:15+00:00,"Breaking News: Russian forces have lost momentum in the invasion of Ukraine, a senior Defense Department official said. But Pentagon officials warned that as of Friday morning Russia had sent into Ukraine only 30% of its troops amassed at the border. https://t.co/cEIC2JspAL",280,1468,6196,93
1496211402981314569,https://twitter.com/SenWarren/status/1496211402981314569,2022-02-22 19:52:51+00:00,"I support @POTUS imposing sanctions for Putin's invasion of Ukraine. Together with our NATO allies and international partners, the United States should continue using all diplomatic, political, and economic tools to stop further Russian aggression against the Ukrainian people.",280,670,5058,38
1492852065466568708,https://twitter.com/ArielElyseGold/status/1492852065466568708,2022-02-13 13:24:02+00:00,Is it me or does it seem like the US wants Russia to invade Ukraine more than Russia wants to?,280,549,2952,41
1489021152190251009,https://twitter.com/RepCawthorn/status/1489021152190251009,2022-02-02 23:41:22+00:00,"The path to American national security does not lie in American international interventionism. 

It lies in securing our southern border, not the Russia/Ukraine border. 

Our greatness is forged in our resistance to interference. https://t.co/G1X3jiRkcU",280,133,389,39
1496524544001167361,https://twitter.com/EUCouncil/status/1496524544001167361,2022-02-23 16:37:10+00:00,"📣  The EU has imposed new sanctions in response to: 

➡️ Russia's recognition of the non-government controlled areas of Donetsk and Luhansk oblasts in Ukraine as independent entities 
➡️ sending of Russian troops into the region 

More 👇",280,53,103,4
1497957010255622145,https://twitter.com/fpleitgenCNN/status/1497957010255622145,2022-02-27 15:29:16+00:00,A lot of Russian military vehicles seem to be breaking down on the Russian side of the border and need towing. Don‘t know if that‘s common for military gear. This is South of Belgorod. #CNN #Ukraine #Russia https://t.co/jJFCFDCHJ1,279,949,3445,148
1490793590112636933,https://twitter.com/Breaking911/status/1490793590112636933,2022-02-07 21:04:24+00:00,"BREAKING: Alongside German Chancellor, President Biden says “if Russia invades, that means tanks or troops crossing the border of Ukraine, again, then there will be no longer a Nord Stream 2. We will bring an end to it."" https://t.co/EHJKalOVDv",279,192,544,123
1499434035461992457,https://twitter.com/JM_Scindia/status/1499434035461992457,2022-03-03 17:18:26+00:00,"Nothing beats the joy of seeing 219 of our people happily embark on the flight after a perilous journey from Ukraine. We got them to take off from Suceava (near the Siret border) instead of travelling 480km to Bucharest. 
1/2 https://t.co/ujvPE1LB47",278,1129,9079,96
1498276815282098176,https://twitter.com/NBCNews/status/1498276815282098176,2022-02-28 12:40:04+00:00,"RUSSIAN INVASION OF UKRAINE LATEST: https://t.co/GMWUGzC9SL

• Ruble falls to historic lows as Russia's central bank hikes interest rates to 20%

• Ukrainian delegation at Belarus border for Russia talks

• Facebook, Twitter remove disinformation accounts targeting Ukrainians https://t.co/Kk7gUPhuQE",278,833,3203,53
1499123137946034179,https://twitter.com/ZuzanaCaputova/status/1499123137946034179,2022-03-02 20:43:03+00:00,The world stands with #Ukraine. A loud &amp; clear global call by 141 countries at #UNGA today who demand #Russia to stop its aggression in Ukraine and withdraw its troops. Only 5 voted against.,278,142,1767,4
1494097506703134721,https://twitter.com/Breaking911/status/1494097506703134721,2022-02-16 23:52:59+00:00,"BREAKING: US official: Russia has added as many as 7,000 troops to Ukraine border in recent days, contrary to claims of withdrawal - AP",278,331,1714,83
1493684871851614210,https://twitter.com/Shayan86/status/1493684871851614210,2022-02-15 20:33:19+00:00,"Amazing. In a message to Vladimir Putin, QAnon ""Queen of Canada"" Romana Didulo rejects Ukraine's ""application to join Nato"" and officially welcomes Russia to the Nato alliance. 
https://t.co/cAfn2DJbn9",278,200,778,259
1497936664156643330,https://twitter.com/Reuters/status/1497936664156643330,2022-02-27 14:08:25+00:00,"Ukrainian and Russian officials will meet for talks at a venue on the Belarusian border with Ukraine, President Volodymyr Zelenskiy's office said https://t.co/1Q61b6P9RG https://t.co/RBbUoPk94N",277,1250,4497,171
1496294236991287305,https://twitter.com/NBCNews/status/1496294236991287305,2022-02-23 01:22:00+00:00,"As congressional Republican leaders push President Biden to act more forcefully to punish Russian President Putin for sending troops into Ukraine, fmr. President Trump and some of his prominent allies have been praising the Russian leader’s style of power. https://t.co/bRxnL80N1V",277,156,374,44
1491351192412241923,https://twitter.com/nytimes/status/1491351192412241923,2022-02-09 10:00:06+00:00,"Russian troops are massed on the border with Ukraine. Moscow and Washington are exchanging heated words. @peterbakernyt discusses the crisis with @andrewkramernyt in Kyiv and @McFaul, a former U.S. ambassador to Russia. Join us on Wednesday at 2 p.m. ET. https://t.co/so2ykTC65x",276,460,2202,61
1496949837601951749,https://twitter.com/GerryBugyra/status/1496949837601951749,2022-02-24 20:47:07+00:00,"@POTUS So these bullshit sanctions mean nothing to the Ukrainian people being slaughtered by Russia. What Ukraine needs are NATO/USA with troops on the ground, in the air and on the seas.",276,65,1339,10
1498334393978572801,https://twitter.com/BBCWorld/status/1498334393978572801,2022-02-28 16:28:51+00:00,"Troops who swore at Russian warship defending Snake Island are alive, says Ukraine https://t.co/71pnOCxFSH",275,982,5649,239
1490274798550802434,https://twitter.com/TheGeneral_0/status/1490274798550802434,2022-02-06 10:42:54+00:00,Gen. Milley says Kyiv could fall within 72 hours if Russia decides to invade Ukraine: But he couldn't predict the disaster that happened in Afghanistan??? https://t.co/nnPe7cpJaR,275,663,1275,106
1497975600690044928,https://twitter.com/techleadhd/status/1497975600690044928,2022-02-27 16:43:08+00:00,"Russia didn't ""invade"" Ukraine.  

Ukraine was militarizing itself by joining NATO and wouldn't back down. You can't just build a military base next door. Exactly the same as the US in the Cuban missile crisis, Russia had no option but to disarm Ukraine. Russia just wanted peace.",275,94,597,39
1490795668331507716,https://twitter.com/DEFendFURiously/status/1490795668331507716,2022-02-07 21:12:39+00:00,Do you think Russia will invade Ukraine?,274,21,225,12
1496990648603275266,https://twitter.com/MarshaBlackburn/status/1496990648603275266,2022-02-24 23:29:18+00:00,"Ukraine is an independent &amp; sovereign nation. The U.S. &amp; our NATO partners should continue to support Ukraine &amp; provide lethal defensive military aid. 

Biden must levy all possible sanctions against the Kremlin, including targeting their energy sector &amp; removing them from SWIFT.",272,301,1322,35
1493192304190009344,https://twitter.com/ak_mack/status/1493192304190009344,2022-02-14 11:56:02+00:00,Graphic by the @WSJ shows just how far some of the Russian forces massed at Ukraine's border have travelled https://t.co/0n0yqaNHBM https://t.co/kq2bWt5y4d,271,2314,5154,392
1492223803979669508,https://twitter.com/eroseSCS/status/1492223803979669508,2022-02-11 19:47:33+00:00,"@Snowden Is the media pushing for war, or did Putin make a conscious choice to put 160,000 soldiers right on Ukraine's borders?",271,127,4894,11
1498317142655225858,https://twitter.com/DeptofDefense/status/1498317142655225858,2022-02-28 15:20:18+00:00,.@SecDef: There is no reason for Russia to invade Ukraine. https://t.co/q6AkzIpegx,271,390,1908,39
1497306512506732545,https://twitter.com/FA/status/1497306512506732545,2022-02-25 20:24:25+00:00,We stand with Ukraine. https://t.co/xSlyBSiNFA,271,148,1205,67
1498337984533475328,https://twitter.com/KimIversenShow/status/1498337984533475328,2022-02-28 16:43:07+00:00,"I don't know what reports to believe anymore. What's propaganda and what's real? It's hard to imagine Putin actually ordered mercenaries to kill Zelensky but then again, I didn't think Russia would invade Ukraine. But with all the fake news circulating, can't trust anything.",270,147,1459,18
1491785098944933898,https://twitter.com/Ejiketion/status/1491785098944933898,2022-02-10 14:44:18+00:00,"What Putin said is actually very mad loool. He said if Ukraine joins NATO sure you man combined have more military resources. 

But we have more nuclear weapons and we will blow everyone to smithereens. No one will win. So it’s up to you man.

Do you know how mad that is? 😭🤣",269,2388,8372,273
1494674286837182464,https://twitter.com/KaimoKuusk/status/1494674286837182464,2022-02-18 14:04:54+00:00,Just delivering Javelin anti tank missiles from 🇪🇪 to our 🇺🇦 friends. #StandWithUkraine https://t.co/yhouibaCkF,269,1106,7515,195
1491249852692725761,https://twitter.com/FoxNews/status/1491249852692725761,2022-02-09 03:17:25+00:00,OPINION: Tucker Carlson: What happens to our troops in Ukraine if Russia invades? https://t.co/0ApWX9NdI0,269,68,248,22
1490325188520591361,https://twitter.com/MeetThePress/status/1490325188520591361,2022-02-06 14:03:08+00:00,"Good Sunday morning —
 
During the 2008 Summer Olympic Games, Russian troops invaded Georgia. 
 
In 2014, Russian troops moved into Crimea days after Putin returned from the Winter Olympics.

With the 2022 Winter Games underway, is Putin about to pull the trigger on Ukraine? https://t.co/soTVyGnhE8",269,26,67,8
1498423043395403777,https://twitter.com/ggreenwald/status/1498423043395403777,2022-02-28 22:21:07+00:00,"Second NBC/MSNBC personality today, after @RichardEngel, to casually suggest that the US and NATO should brush off the risk of global nuclear annihilation to go militarily confront Russia directly over . . . Ukraine. https://t.co/EvEYH71f78",268,660,2425,49
1496344993325273090,https://twitter.com/JackPosobiec/status/1496344993325273090,2022-02-23 04:43:41+00:00,"Russian battalion tactical group just outside Ukraine’s border at Belgorod
https://t.co/DwnwiWr448",268,715,2048,94
1488889812325175301,https://twitter.com/BBCBreaking/status/1488889812325175301,2022-02-02 14:59:28+00:00,"US deploying 3,000 troops to eastern Europe amid tensions over a Russian military build-up near Ukraine https://t.co/pfLwM0ga2w",268,407,1103,161
1499144517383036936,https://twitter.com/nytimesworld/status/1499144517383036936,2022-03-02 22:08:00+00:00,"Rocket launchers for air defense. Javelin antitank missiles. Stinger surface-to-air missiles. Pistols and ammunition. 

About 20 countries — most members of NATO and the European Union — are funneling arms into Ukraine to fight off the Russian invasion. https://t.co/JZyaQGTVde",267,682,2804,55
1494778835858075650,https://twitter.com/vonderleyen/status/1494778835858075650,2022-02-18 21:00:20+00:00,"In tonight’s VTC with 🇺🇸🇪🇺🇨🇦🇬🇧🇫🇷🇩🇪🇵🇱🇮🇹🇷🇴 @NATO we shared concern on situation in and around 🇺🇦 that remains threatening. 

Still time for diplomacy and peaceful solution. 

But in case 🇷🇺 chooses aggression, a robust package of sanctions is ready. 

Ukraine is free and sovereign.",267,380,1766,69
1497993386774695936,https://twitter.com/menzie_chinn/status/1497993386774695936,2022-02-27 17:53:49+00:00,Wisconsin's Sen. Ron Johnson: Putin wouldn’t have moved on Ukraine if not for weakness displayed by Biden admin https://t.co/wvCo0dhM2I (1 week ago he didn't think Russia would invade Ukraine).,267,191,974,65
1496975978018394115,https://twitter.com/thehill/status/1496975978018394115,2022-02-24 22:31:00+00:00,"Reporter: “Do you think there is any situation where America could engage with American troops?”

@RepAdamSchiff: “I don't think there's any situation where we're going to have American boots on the ground in Ukraine. We will defend our NATO allies.” https://t.co/oJn0bIymdf https://t.co/CRpNbcEeQw",267,157,645,48
1500139009066078211,https://twitter.com/DanielJHannan/status/1500139009066078211,2022-03-05 15:59:45+00:00,"Since 2014 Britain has:
✴️Trained 22,000 Ukrainian troops
✴️Sent 2,000 anti-tank missiles
✴️Deployed troops to Poland and Estonia 
✴️Blocked cyberattacks on Ukraine
✴️Sanctioned more than 275 Russian entities before the invasion
And Remainer Twitter claims we have done nothing?",266,680,2375,45
1492641028360134662,https://twitter.com/mysteriouskat/status/1492641028360134662,2022-02-12 23:25:27+00:00,Why does the U.S. appear to be so keen on Russia going to war with Ukraine?,266,79,940,18
1495020088638021636,https://twitter.com/10DowningStreet/status/1495020088638021636,2022-02-19 12:58:59+00:00,"Today the Prime Minister met President @ZelenskyyUa of Ukraine in Munich. 
 
He reaffirmed the UK's longstanding commitment to Ukraine and its people in the face of sustained Russian aggression. 
 
#StandWithUkraine 
🇬🇧🇺🇦 https://t.co/rIkC45PRpg",265,195,958,41
1500164991051186177,https://twitter.com/PattyMurray/status/1500164991051186177,2022-03-05 17:43:00+00:00,Today I joined my colleagues in a virtual meeting with Ukrainian President Zelensky. It's abundantly clear that we must continue to #StandWithUkraine and provide the support they need to protect their democracy from Putin’s unprovoked war of aggression.,264,178,910,20
1499150345527824388,https://twitter.com/MSNBC/status/1499150345527824388,2022-03-02 22:31:09+00:00,Former President Trump called Russian President Putin’s decision to send troops into parts of Ukraine as “smart” and “savvy.” https://t.co/gfXL2m91ZZ,264,154,280,34
1487811554347257861,https://twitter.com/therecount/status/1487811554347257861,2022-01-30 15:34:51+00:00,"“Do you think those Chinese pilots ... are getting hammered for hours and hours of training about structural racism or diversity? Do think those Russian troops ... are gonna have to stop and take lectures on climate change?”

— Sen. Cotton (R-AR) continues GOP's woke military war https://t.co/kBoJ1WrjTX",264,41,140,122
1496055803131879424,https://twitter.com/marcuschown/status/1496055803131879424,2022-02-22 09:34:33+00:00,"Unfortunately, a vote for Brexit was a vote for Putin to invade Ukraine because it weakened the Western alliance and emboldened Putin. Putin’s people engineered this by bankrolling the Conservative Party and the Brexit campaign, which is why Johnson has hidden the Russia Report.",263,2349,7791,197
1496486439399395330,https://twitter.com/HerschelWalker/status/1496486439399395330,2022-02-23 14:05:45+00:00,"Does the media think we are stupid? Inflation has nothing to do with Ukraine and everything to do with President Biden’s policies. 

Is Ukraine also to blame for crime, the border, and the mandates?? https://t.co/dOeu0i5GRS",263,1037,5062,43
1496635921835380737,https://twitter.com/nytimes/status/1496635921835380737,2022-02-23 23:59:44+00:00,"Breaking News: Ukraine’s president made a dramatic televised speech, appealing directly to Russia to avoid war. “The Ukrainian people want peace,” he said. https://t.co/sGgJdlHFk0",263,998,3997,92
1487034870916386828,https://twitter.com/USEmbassyKyiv/status/1487034870916386828,2022-01-28 12:08:35+00:00,"How do you know #Russia means war? They scream “Peace!” Now #Kremlin’s propaganda machine is running at full speed to mask thousands of troops massing at #Ukraine’s border. Look closer 👇
#StandWithUkraine @StratcomCentre https://t.co/Iigrp9SBrd",263,292,570,117
1500245537626406916,https://twitter.com/KyivIndependent/status/1500245537626406916,2022-03-05 23:03:04+00:00,"⚡️100,000 Ukrainians join Territorial Defense Forces. 

According to the National Guard of Ukraine, 100,000 Ukrainians have joined the newly established volunteer branch of the Armed Forces since Russia began its all-out war against Ukraine.",260,4555,26290,162
