id,url,date,content,replyCount,retweetCount,likeCount,quoteCount
1499868006725345284,https://twitter.com/chipfranklin/status/1499868006725345284,2022-03-04 22:02:53+00:00,"If you stand with Ukraine, comment with 🇺🇦.  

I want to see how many of my followers are on the right side of history.",13603,2449,20105,896
1489393235655106562,https://twitter.com/benandjerrys/status/1489393235655106562,2022-02-04 00:19:53+00:00,"You cannot simultaneously prevent and prepare for war. 

We call on President Biden to de-escalate tensions and work for peace rather than prepare for war. 

Sending thousands more US troops to Europe in response to Russia’s threats against Ukraine only fans the flame of war.",11734,2134,14302,7455
1496996296678379522,https://twitter.com/WalshFreedom/status/1496996296678379522,2022-02-24 23:51:44+00:00,"Just a thought, but why doesn't NATO unanimously vote to make Ukraine a member of NATO right now? Like, I mean immediately. Like, tonight.",6151,7361,57057,1485
1496126935528845313,https://twitter.com/mikepompeo/status/1496126935528845313,2022-02-22 14:17:12+00:00,"For 4 years, the Left parroted the hoax that our Administration was weak on Russia. 

Yet, they didn’t dare invade Ukraine on our watch. But now they do. 

Who do you think Putin feared more?",5916,5351,25116,593
1498395610667536390,https://twitter.com/GovChristie/status/1498395610667536390,2022-02-28 20:32:07+00:00,How can anyone with any understanding of the world call Putin’s decision to invade Ukraine “genius” and “very savvy” as we watch him unite the rest of the world against Russia in nearly an instant?,5744,1806,14504,821
1498750864512716803,https://twitter.com/ua_parliament/status/1498750864512716803,2022-03-01 20:03:46+00:00,"Good night #Europe. While you sleep, our little Ukrainians stand guard over your dreams, becoming a human shield for the #EU in the face of russian aggression.
#StopPutin #StopRussianAggression #StandWithUkraine https://t.co/uWIRYmrZFH",5603,4473,8794,1498
1500054957654949890,https://twitter.com/avalaina/status/1500054957654949890,2022-03-05 10:25:46+00:00,"Andriy Piddubny: My colleague, Anastasiia Yalanskaya died yesterday. Nastya was shot dead by Russian troops while driving in Bucha. It was not an accidental shot, the civilian car was shot at point-blank range, there were 2 other people with it, who also died
#StandWithUkraine️ https://t.co/PyTvVOmB8v",5481,38267,130181,2743
1494384661522440198,https://twitter.com/nypost/status/1494384661522440198,2022-02-17 18:54:02+00:00,Harris flies to Europe to help secure Ukraine border as Biden stays behind https://t.co/hYusDC0Jl3 https://t.co/kqWbAVf8ew,4435,526,1550,1935
1498799232177872906,https://twitter.com/rsiren2/status/1498799232177872906,2022-03-01 23:15:57+00:00,"I am now finally a part of the Ukrainian foreign legion. From Finnish reservist Lt. to UA recruit. People from all over the world have come here to help to defend Ukraine. My bunkmates are Norwegian and American. There is still plenty of room for more!
#Ukraine #StandWithUkraine https://t.co/kYh46gH4Mv",4420,21801,137807,1663
1491787735610191872,https://twitter.com/trussliz/status/1491787735610191872,2022-02-10 14:54:46+00:00,"I delivered a clear message to Minister Lavrov that Russia must deescalate, respect Ukraine’s  sovereignty and engage in meaningful talks. 

If Russia is serious about not invading, we need to see troops withdraw. The military build-up is an undeniable threat to Ukraine. https://t.co/YdwdKQRlDz",4120,1040,5395,617
1495091506952159233,https://twitter.com/RonFilipkowski/status/1495091506952159233,2022-02-19 17:42:47+00:00,"OH Senate candidate JD Vance: “I think it’s ridiculous that we are focused on this border in Ukraine. I got to be honest with you, I don’t really care what happens to Ukraine one way or the other.” https://t.co/QtZbckZf0b",3989,1917,5269,1987
1499090435171622912,https://twitter.com/AliVelshi/status/1499090435171622912,2022-03-02 18:33:06+00:00,"Friends, I’m leaving for the #ukraine border tonight. I’ll be on @MSNBC from NATO member Hungary late Thursday, and to the western #Ukrainian border with #Hungary by Friday, from where I will do @VelshiMSNBC. #UkraineRussiaWar #UkraineWar",3857,2803,29730,340
1487729331380105216,https://twitter.com/BorisJohnson/status/1487729331380105216,2022-01-30 10:08:07+00:00,"Earlier this week, I was briefed by our defence chiefs on the situation on Ukraine’s border. 
 
The picture is increasingly concerning – I continue to urge Russia to engage in negotiations and avoid a reckless and catastrophic invasion. https://t.co/ILaJzxCURI",3640,839,4466,459
1496455556885790727,https://twitter.com/MSNBC/status/1496455556885790727,2022-02-23 12:03:02+00:00,".@MaddowBlog: Why didn’t Russia invade Ukraine during Trump’s term? Perhaps because Putin was so pleased to see Trump pursuing goals in line with Moscow’s agenda.
https://t.co/5baJIf2gsB",3508,408,1376,666
1500246977086373891,https://twitter.com/ZelenskyyUa/status/1500246977086373891,2022-03-05 23:08:47+00:00,Talked to @elonmusk. I’m grateful to him for supporting Ukraine with words and deeds. Next week we will receive another batch of Starlink systems for destroyed cities. Discussed possible space projects 🚀. But I’ll talk about this after the war.,3490,24134,217883,1744
1499150323654533122,https://twitter.com/ua_parliament/status/1499150323654533122,2022-03-02 22:31:04+00:00,"The first member of @OSCE_SMM to #Ukraine killed in russia’s war against Ukraine. RIP.
Stop turning a blind eye to the war in Ukraine!
Close the sky over Ukraine!
#StandWithUkraine #StopPutin #StopRussia",3467,1005,1368,1095
1499980888133672965,https://twitter.com/theskindoctor13/status/1499980888133672965,2022-03-05 05:31:26+00:00,"@elonmusk Not cool Elon. U aren't understanding the situation. I'll explain :

So Ukraine is a country in Europe. It exists next to another country Russia. Russia is bigger. Russia is powerful. Russia decided to invade a smaller country Ukraine. So basically that’s wrong.

Hence block 'em.",3272,990,19462,202
1488899139895189506,https://twitter.com/LindseyGrahamSC/status/1488899139895189506,2022-02-02 15:36:32+00:00,"I completely support the Biden Administration’s decision to send more U.S. troops to bolster NATO allies in the face of Russian aggression.
 
It is imperative that NATO meet the moment and that we stand firmly against Putin’s efforts to divide the alliance.",2993,283,2004,497
1494818324491948037,https://twitter.com/POTUS/status/1494818324491948037,2022-02-18 23:37:15+00:00,"The fact remains: Russian troops currently have Ukraine surrounded from Belarus to the Black Sea in the south — and along Ukraine’s borders. 
 
We have reason to believe Russian forces are planning and intend to attack Ukraine in the coming days.",2914,4157,18338,605
1498744412586848263,https://twitter.com/greg_price11/status/1498744412586848263,2022-03-01 19:38:07+00:00,"OH… MY… GOD

Q: “What’s going on in Ukraine?”

Kamala: “Ukraine is a country in Europe. It exists next to another country called Russia. Russia is a bigger country. Russia decided to invade a smaller country called Ukraine so basically that’s wrong.”
 https://t.co/gDJDJQVsWb",2784,4043,14899,3438
1498764550128209929,https://twitter.com/Breaking911/status/1498764550128209929,2022-03-01 20:58:09+00:00,"VICE PRESIDENT KAMALA HARRIS ON RUSSIA-UKRAINE WAR:

""Ukraine is a country in Europe. It exists next to another country called Russia. Russia is a bigger country. Russia is a powerful country. Russia decided to invade a smaller country called Ukraine. So, basically that's wrong."" https://t.co/EEA8vW252k",2662,2061,7559,2342
1494799163380350978,https://twitter.com/GeorgePapa19/status/1494799163380350978,2022-02-18 22:21:07+00:00,"Ukraine is attacking rebels in the East. They are trying to drag us into a war, that Biden wants, to distract from Durham’s revelations.

Putin gains nothing from a war that he doesn’t have already in Ukraine (de facto autonomy in the east and Crimea)

Congress needs to step in",2656,1808,6012,362
1497994644864520206,https://twitter.com/LatestAnonPress/status/1497994644864520206,2022-02-27 17:58:49+00:00,"The internal network of Belarusian railways has been attacked, all services are out of order and will soon be deactivated until Russian troops leave the territory of #Belarus.  

#StandWithUkriane",2510,24742,163380,1623
1499742598361194505,https://twitter.com/olgatokariuk/status/1499742598361194505,2022-03-04 13:44:33+00:00,"It's a mistake to think that NATO support to Ukraine would be a provocation for Putin. He is provoked by the weakness, not by strength. There was no objective reason for Russia to invade Ukraine. Putin did it because he knew he would get away with it. Next move: attack on NATO",2498,11504,47869,939
1498758438775664641,https://twitter.com/govtrack/status/1498758438775664641,2022-03-01 20:33:52+00:00,"Introduced 2/8 and 2/9, @RepRosendale and @RepCawthorn introduce bills to ban aid to Ukraine until Mexico border is secured. https://t.co/9jC4PnpysN https://t.co/rWSsjv6uqN",2486,2359,3733,1669
1492985861834739714,https://twitter.com/RealCandaceO/status/1492985861834739714,2022-02-13 22:15:42+00:00,"Imagine if Putin, absent any proof, declared “Canada is going to invade the U.S”. 
Then Canada said “no we aren’t”, and U.S agencies agreed “no they aren’t”—but Putin moved his troops into our region to “help” anyway. 

That is exactly what Biden is doing in Ukraine right now.",2484,9844,39281,705
1498381872245710848,https://twitter.com/CommonsSpeaker/status/1498381872245710848,2022-02-28 19:37:31+00:00,"The Palace of Westminster is lit up tonight in the colours of the Ukrainian flag. We stand in solidarity with the people of Ukraine.
 
#StandWithUkraine https://t.co/RaLr0v6zVj",2460,586,3853,299
1498437860533280774,https://twitter.com/SenMikeLee/status/1498437860533280774,2022-02-28 23:20:00+00:00,"Glory to Ukraine! 

#StandWithUkraine #utpol @SpencerJCox @DeidreHenderson https://t.co/SbKMZDSzHH",2366,38,226,154
1492227815441412103,https://twitter.com/JoeConchaTV/status/1492227815441412103,2022-02-11 20:03:30+00:00,"So given the fast-moving developments on the Ukraine border and a possible imminent Russian invasion, one would suspect the president will be staying at the White House and the Situation Room. Nope. Still heading to Camp David.",2264,2402,10849,362
1500214970302271494,https://twitter.com/RonFilipkowski/status/1500214970302271494,2022-03-05 21:01:36+00:00,"Paul Gosar, Thomas Massie and Matt Rosendale were the only Reps to vote against aid for Ukraine. Rosedale says he won’t agree to help Ukraine until Biden finishes the border wall. https://t.co/zw7x7vnrD9",2254,1938,4737,669
1485802625689956355,https://twitter.com/MaximeBernier/status/1485802625689956355,2022-01-25 02:32:05+00:00,"BREAKING - Trudeau takes hardline approach against Russia, warns Putin not to invade Ukraine unless soldiers can show vaccine passport at the border. https://t.co/GhWtC0p4UI",2247,6599,29862,1757
1497642080759205894,https://twitter.com/CliveMyrieBBC/status/1497642080759205894,2022-02-26 18:37:51+00:00,"I’m in Kyiv, Russian troops have encircled the city and are advancing, and guess what’s in the telly!! ⁦@MastermindQuiz⁩ #kyiv https://t.co/6KzyGjg7Ik",2184,1783,52599,220
1491667933269045249,https://twitter.com/trussliz/status/1491667933269045249,2022-02-10 06:58:43+00:00,"This week I am in Moscow to deliver a strong message that war in Ukraine would be disastrous for Russia, Ukraine and European security.

Russia must pursue a diplomatic path and respect the sovereignty and territorial integrity of Ukraine. https://t.co/MKJQCprHxR",2107,350,1712,241
1492089531465613312,https://twitter.com/GBNEWS/status/1492089531465613312,2022-02-11 10:54:00+00:00,"Diane Abbott questions if Russia is really the aggressor, with 130,000 troops on Ukraine border
https://t.co/OJ8w9CXzXS",1960,502,2074,370
1495879792516005888,https://twitter.com/joncoopertweets/status/1495879792516005888,2022-02-21 21:55:09+00:00,"BREAKING via Reuters: Putin just ordered troops into Ukraine – Donbas, territory. War has begun.

How do you feel?",1953,1646,5238,449
1499765584761962496,https://twitter.com/GretaThunberg/status/1499765584761962496,2022-03-04 15:15:54+00:00,School strike week 185. #FridaysForFuture #ClimateStrike #PeopleNotProfit #StandWithUkraine https://t.co/a0EVWg68eJ,1891,7243,60236,897
1486335565968683017,https://twitter.com/laurenboebert/status/1486335565968683017,2022-01-26 13:49:48+00:00,"Border Crisis. Ukraine-Russia crisis. Inflation Crisis. Supply Chain Crisis.

Where's the guy supposed to be fixing all that?

Getting ice cream. https://t.co/oMlJDSLJQO",1850,1367,5685,183
1495891713256214529,https://twitter.com/JonnyMicro/status/1495891713256214529,2022-02-21 22:42:31+00:00,"You guys don’t get it, Putin declaring parts of Ukraine independent and then moving in with troops is him just walking into the delicate trap Biden has set for him. You will see. So thankful we have adults in charge again!",1844,288,3998,284
1491958022096183314,https://twitter.com/MarshaBlackburn/status/1491958022096183314,2022-02-11 02:11:26+00:00,"Biden is deploying Kamala Harris to Europe to help ease Russia-Ukraine tensions. 

Right, because she’s doing so well with our southern border…",1812,2408,12408,305
1497297318344806405,https://twitter.com/myraemacdonald/status/1497297318344806405,2022-02-25 19:47:53+00:00,&gt; Also India would have been humiliated in Kargil without US support in forcing Pakistan to pull back its troops. Btw I am not saying India should fall into line with the US on Ukraine. But it needs to be more honest with itself on where it stands.,1770,31,131,753
1498412670009200646,https://twitter.com/tedcruz/status/1498412670009200646,2022-02-28 21:39:54+00:00,"The American people didn’t ask for any of this:

Record Inflation
Record border crisis
Closed schools
A war on American energy
Afghanistan disaster 
Russia invasion of Ukraine https://t.co/hahTDoG2rC",1726,1952,9109,170
1500131167466663939,https://twitter.com/StephenKing/status/1500131167466663939,2022-03-05 15:28:36+00:00,Ukrainian woman welcomes Russian troops. https://t.co/puZHDbWwtW,1705,11241,67194,833
1497344230230044677,https://twitter.com/chefjoseandres/status/1497344230230044677,2022-02-25 22:54:18+00:00,"People of the World…Like you, I am distraught watching Ukraine under attack. We must come together as a force for good! @WCKitchen is on Poland border delivering meals tonight—Romania soon. In addition to your donations…I am committing support from the Bezos award to Ukraine.🇺🇦 https://t.co/ws0EFl8zLd",1696,13080,60724,2035
1496470600529092613,https://twitter.com/ChingteLai/status/1496470600529092613,2022-02-23 13:02:48+00:00,The people and government of Taiwan stand with Ukraine. The principle of self-determination cannot be erased by brute force.,1665,24732,164012,1320
1491723004254040065,https://twitter.com/Keir_Starmer/status/1491723004254040065,2022-02-10 10:37:33+00:00,"Heading to meet with @NATO Secretary-General @JensStoltenberg.

My message today is clear: Labour is firm and united in our support for Ukraine. https://t.co/7xqDlDJHXC",1654,530,4636,314
1495082561902678024,https://twitter.com/JDVancePress/status/1495082561902678024,2022-02-19 17:07:14+00:00,"“I gotta be honest with you, I don’t really care what happens to Ukraine…I do care about the fact that in my community right now the leading cause of death among 18-45 year olds is Mexican fentanyl that’s coming across the southern border.” - @JDVance1 #OHSen https://t.co/nf6MUzdWM5",1630,795,2801,241
1492937600944033799,https://twitter.com/RonFilipkowski/status/1492937600944033799,2022-02-13 19:03:56+00:00,Maria Bartiromo today breathlessly claimed that the WH is warning Russia may invade Ukraine this week to distract people from the Durham investigation and inflation. https://t.co/M8OevjUee5,1595,458,2495,296
1496221147729481732,https://twitter.com/sahilkapur/status/1496221147729481732,2022-02-22 20:31:34+00:00,"Trump says Putin's military move on Ukraine is ""genius.""

""Putin is now saying, 'It’s independent,' a large section of Ukraine. I said, 'How smart is that?' And he’s gonna go in and be a peacekeeper... We could use that on our southern border.""

""Here’s a guy who’s very savvy."" https://t.co/8vk9SWm3QO",1556,2496,6617,3266
1493233540049162242,https://twitter.com/trussliz/status/1493233540049162242,2022-02-14 14:39:53+00:00,"Today I chaired a COBR meeting on the serious Russian threat to Ukraine.

Latest information suggests Russia could invade at any moment and we urge the Kremlin to deescalate.

Our focus is on prioritising the safety and security of British nationals in Ukraine. https://t.co/umzgiMwHpg",1544,241,958,215
1494778320034365440,https://twitter.com/laurenboebert/status/1494778320034365440,2022-02-18 20:58:17+00:00,Someone explain to the Border Czar that Ukraine is not in America and the border she has been tasked with is. https://t.co/F2SI11xe0H,1528,1125,5293,66
1492260466684428288,https://twitter.com/piersmorgan/status/1492260466684428288,2022-02-11 22:13:14+00:00,"So, as the world braces for  imminent war in the Ukraine, the British Prime Minister will be filling out a lengthy police questionnaire about how many times he attended illicit parties &amp; broke his own covid laws. 
What a shameful moment for this country.",1510,1377,18339,149
1498392930813423617,https://twitter.com/vonderleyen/status/1498392930813423617,2022-02-28 20:21:28+00:00,"Closely coordinating the international response to the invasion of Ukraine with @POTUS Biden, 🇪🇺, @NATO SG @jensstoltenberg and other leaders.

We continue to stand by 🇺🇦 with immediate and effective support.

We call on Russia to withdraw its troops immediately. https://t.co/camQMbGJRV",1494,1625,8997,145
1488571917401575424,https://twitter.com/darrengrimes_/status/1488571917401575424,2022-02-01 17:56:16+00:00,"The Prime Minister is in Kyiv, with the Russian bear at the border of Ukraine, its boots preparing to march in, and the British press thinks it's appropriate to ask if he'll be publishing photos from Downing Street parties. Way to make us look like a sodding international joke!",1493,768,5388,130
1499516258781437953,https://twitter.com/nytimes/status/1499516258781437953,2022-03-03 22:45:10+00:00,"Viral stories like the Ghost of Kyiv — a Ukrainian pilot who supposedly single-handedly shot down several Russian fighter jets — are of questionable veracity. But they're a key part of Ukraine's war plan, experts say, as it tries to keep morale high. https://t.co/oNUZArrGUy",1492,740,2139,1434
1498697171276861451,https://twitter.com/washingtonpost/status/1498697171276861451,2022-03-01 16:30:24+00:00,"Televangelist Pat Robertson said Monday that Russian President Vladimir Putin was “compelled by God” in his decision to invade Ukraine, suggesting that Russia’s attacks are a precursor to an end-times battle in Israel.

https://t.co/JPF6rEp9Qh",1492,259,714,314
1497315786230308870,https://twitter.com/MobilePunch/status/1497315786230308870,2022-02-25 21:01:16+00:00,"Withdraw your troops from Ukraine, Nigeria urges Russia - Punch Newspapers https://t.co/zR9cIoENRJ",1465,1050,4607,934
1496060751638892544,https://twitter.com/RhonddaBryant/status/1496060751638892544,2022-02-22 09:54:13+00:00,As chair of the All Party Parliamentary Group on Russia I am writing to the Russian ambassador to invite him to meet with us. Last time we met he guaranteed that Russia would not invade Ukraine including the areas of Donetsk and Luhansk. He said the very idea was preposterous.,1451,2201,10969,260
1492565236305571841,https://twitter.com/trussliz/status/1492565236305571841,2022-02-12 18:24:17+00:00,"Spoke to @SecBlinken today about acute concerns that Russia may launch further military aggression against Ukraine in coming days.

We agree Russia will face massive consequences for any invasion, including severe sanctions.

Russia must deescalate and engage with @NATO proposals",1412,319,1389,142
1494391846419808266,https://twitter.com/MaryRiddell/status/1494391846419808266,2022-02-17 19:22:35+00:00,"Brexit has failed. On every level. Trade. Prosperity. Borders. And now peace. As war in Ukraine threatens, and European unity is more vital than ever, Boris Johnson is floundering on the sidelines. He needs to go. And so does his catastrophic Brexit",1403,1523,6943,279
1494591110630498304,https://twitter.com/catturd2/status/1494591110630498304,2022-02-18 08:34:23+00:00,"“To help secure ‘Ukraine’ border. 

Unbelievable. https://t.co/mluqFIPlce",1403,1462,6613,250
1496952362048671745,https://twitter.com/yanisvaroufakis/status/1496952362048671745,2022-02-24 20:57:09+00:00,The only issue today should be to stop the war and to secure the withdrawal of Russian troops from Ukraine. The only way that could happen is a Washington-Moscow agreement that Russia withdraws in exchange for a commitment of Ukrainian neutrality. Anything else is war mongering.,1400,4249,16865,775
1499107234659328000,https://twitter.com/olex_scherba/status/1499107234659328000,2022-03-02 19:39:51+00:00,"His name was Vitaly Skakun. He was 25. To stop RU fascists, he blew up a bridge at the cost of his life. Today he was carried to grave in his hometown - and people stood on their knees. 

#StandWithUkraine #UkraineRussiaWar #RussianUkrainianWar https://t.co/sT9fn3qOAG",1392,12970,65195,757
1497710925645819906,https://twitter.com/cafreeland/status/1497710925645819906,2022-02-26 23:11:25+00:00,Canada strongly supports removing Russian banks from SWIFT and targeting and restricting Putin’s war chest - the reserves of the Russian Central Bank. President Putin’s invasion cannot be allowed to succeed. We stand with the brave people of Ukraine. https://t.co/Zxl0FONTP3,1387,1012,5353,95
1496567628051136519,https://twitter.com/MazzucatoM/status/1496567628051136519,2022-02-23 19:28:22+00:00,"I’m NO Putin fan, but let’s be honest: What would the United States do if Mexico, on it’s border,  joined some sort of Russian and/or Chinese security alliance? ⁦@JeffDSachs⁩ provides wise advice: US should compromise on Nato to save Ukraine. 
 https://t.co/g33kh0o5lp",1359,379,1532,750
1493692959597998083,https://twitter.com/Breaking911/status/1493692959597998083,2022-02-15 21:05:27+00:00,"BIDEN: ""If Russia decides to invade, that will also have consequences here at home—but the American people understand that defending democracy &amp; liberty is never without cost..I will not pretend this will be painless.”

 https://t.co/CLVM48m4oG",1356,308,999,625
1500228444742983694,https://twitter.com/Reuters/status/1500228444742983694,2022-03-05 21:55:08+00:00,"Russia calls on EU, NATO to stop arms supplies to Ukraine https://t.co/EZo8NAhiNz https://t.co/8xHn0VN6qH",1353,1049,3578,344
1487622263742545925,https://twitter.com/kayleighmcenany/status/1487622263742545925,2022-01-30 03:02:41+00:00,"As our country incurs multiple crises…

Russia is on the brink of possibly invading Ukraine.

Americans suffer from four decade high inflation.

Our border is on fire.

Did NBC really choose to introduce us to the White House cat!?!? 

Great reporting…🙄 https://t.co/vHhw4URPMk",1318,1422,8166,165
1488173319836815364,https://twitter.com/CawthornforNC/status/1488173319836815364,2022-01-31 15:32:23+00:00,"Maybe if our southern border identified as Ukraine's border, our leaders would care about protecting it.",1305,1135,7700,111
1496949071810027532,https://twitter.com/IAPonomarenko/status/1496949071810027532,2022-02-24 20:44:05+00:00,"⚡️⚡️⚡️BREAKING:
Ukrainian troops in full control of the Hostomel Airport, Russian airborne force eliminated.",1298,11489,84912,1296
1500131937490550786,https://twitter.com/ChrisVanHollen/status/1500131937490550786,2022-03-05 15:31:39+00:00,"Just got off a virtual meeting with Ukrainian President Zelensky and a bipartisan group from Congress. NATO should immediately facilitate the transfer of fighter aircraft from Poland, Romania, and Slovakia to Ukraine. #StandWithUkraine",1294,685,2164,78
1494750214225383426,https://twitter.com/kayleighmcenany/status/1494750214225383426,2022-02-18 19:06:36+00:00,"Putting Vice President Kamala Harris in charge of stopping a war in Ukraine is like putting Hillary Clinton in charge of iPhone security.

It just simply is not going to work! @outnumberedfnc ⬇️ https://t.co/DONo1lEaH6",1286,1131,7088,108
1499502617264807937,https://twitter.com/trussliz/status/1499502617264807937,2022-03-03 21:50:58+00:00,"Together with our Baltic allies we’re stepping up to help Ukraine defend itself. 

We’re reinforcing NATO’s eastern flank, supporting European security and degrading Putin’s war machine with sanctions. 

Putin must lose in Ukraine. https://t.co/qocqBAqMxo",1282,328,1523,73
1493688765369487372,https://twitter.com/newsmax/status/1493688765369487372,2022-02-15 20:48:47+00:00,"President Joe Biden vows to ""rally the world"" if Russia proceeds with its plan to invade Ukraine.

""Make no mistake, the United States will defend every inch of NATO territory, with the full force of American power."" https://t.co/hoM3nDG4Ef",1267,145,403,163
1492878080867766272,https://twitter.com/laurenboebert/status/1492878080867766272,2022-02-13 15:07:25+00:00,"The US is telling Americans to leave Ukraine, but ensure they have a vaccine passport and hopefully a PCR test to pass through Poland.

So Russia is about to invade a country, but make sure you get your swab test first.

We are living in bizarro world.",1264,2177,11931,114
1496226913806921729,https://twitter.com/NoLieWithBTC/status/1496226913806921729,2022-02-22 20:54:29+00:00,JUST IN: Trump just called Putin’s invasion of Ukraine “genius” and “very savvy” and said Russia is a “peacekeeper.” He then said that “we could use” Russian peacekeeping forces on the US-Mexico border.,1255,2198,7188,696
1499893720501702656,https://twitter.com/MSNBC/status/1499893720501702656,2022-03-04 23:45:04+00:00,The U.S. refused to reconsider Ukraine's NATO status as Putin threatened war. Experts say that was a huge mistake. https://t.co/33t7FL5kFv,1254,1211,3717,425
1498443028540837891,https://twitter.com/CalltoActivism/status/1498443028540837891,2022-02-28 23:40:32+00:00,BREAKING: Russian billionaires Mikhail Fridman and Oleg Deripaska have broken ranks with the Kremlin and called for an end to Russia’s war in Ukraine.,1233,8123,45083,508
1491096948190990342,https://twitter.com/BorisJohnson/status/1491096948190990342,2022-02-08 17:09:50+00:00,"It was a pleasure to meet Prime Minister @IngridaSimonyte of Lithuania today.

We agreed to strengthen our close, historic ties. 

We discussed our shared concern over the tensions with Russia on Ukraine’s border and agreed on the need for de-escalation. https://t.co/qiHYwKNFoU",1226,320,1732,89
1493960598123687942,https://twitter.com/mfa_russia/status/1493960598123687942,2022-02-16 14:48:57+00:00,"💬 #Zakharova: Today we mark another day of the “start of war with Ukraine,” which did not happen again, to the Western media outlets’ regret, no matter how hard they whip up the hysteria.

❗️ See for yourselves what the collective Western media and officials’ words are worth. https://t.co/m6IUaPnUsp",1218,1198,3285,885
1493652911792005122,https://twitter.com/catturd2/status/1493652911792005122,2022-02-15 18:26:19+00:00,When Russia doesn’t invade Ukraine tomorrow - the Biden regime will say they stopped it. 😂,1211,4840,31668,303
1498377285254189068,https://twitter.com/therecount/status/1498377285254189068,2022-02-28 19:19:17+00:00,"Gov. Greg Abbott (R-TX): “If the president is so focused on this border between Russia and Ukraine, he should be focused on the border between the United States of America and Mexico.” https://t.co/TA7FijoqMQ",1205,102,349,482
1486349060076408835,https://twitter.com/JackPosobiec/status/1486349060076408835,2022-01-26 14:43:25+00:00,BREAKING: Only 31% want US troops to defend Ukraine - Rasmussen,1202,2365,14632,300
1497722024856223746,https://twitter.com/tomhfh/status/1497722024856223746,2022-02-26 23:55:31+00:00,"My biggest worry of those viral videos of Ukrainians encountering Russian troops is how they just talk to them and then move on, all too often no conflict.

As if those killing machines would just go home?

Needs to be a far more universal guerrilla spirit. Before it’s too late.",1178,24,202,691
1499052932821573632,https://twitter.com/warren00824623/status/1499052932821573632,2022-03-02 16:04:04+00:00,Do you think that the UK should move troops into Ukraine?,1168,26,213,73
1486113923967426562,https://twitter.com/GOPChairwoman/status/1486113923967426562,2022-01-25 23:09:04+00:00,The only thing on Biden's schedule today as Russia threatens to invade Europe and the border crisis breaks records – shopping and ice cream.,1165,1020,5192,89
1495891098648346628,https://twitter.com/davidaxelrod/status/1495891098648346628,2022-02-21 22:40:04+00:00,"Putin calling the troops he's ordered into eastern Ukraine ""peacekeepers,"" is like a burglars describing themselves as ""home improvement specialists.""",1142,6000,30598,331
1499362826133151747,https://twitter.com/DmytroKuleba/status/1499362826133151747,2022-03-03 12:35:29+00:00,Worrying reports: Russians might have pointed multiple rocket-launching systems in the Russian border village of Popovka towards their own territory. Knowing the barbaric nature of Russian actions we fear a false flag operation might be prepared in order to accuse Ukraine.,1139,20668,51331,1617
1499066567824486402,https://twitter.com/EUatUN/status/1499066567824486402,2022-03-02 16:58:15+00:00,"⚡️ADOPTED: UN General Assembly resolution on Agression against #Ukraine 

#UNGA overwhelmingly decided that the Russian govt must immediately stop the aggression, withdraw its troops &amp; abide by the rules of the #UNCharter.

✅ 141 Yes
❌ 5 No https://t.co/sZCSHm800z",1139,4232,14814,648
1498732045559861252,https://twitter.com/afneil/status/1498732045559861252,2022-03-01 18:48:59+00:00,"The allegedly 40-mile Russian military convoy heading for Kyiv has stalled. Reports of Russian troops surrendering, fuel shortages and even food shortages. When it comes to logistics the Russian military seems to be the Keystone Cops.",1121,1526,10174,267
1485975296297910272,https://twitter.com/CountDankulaTV/status/1485975296297910272,2022-01-25 13:58:13+00:00,Anyone actually figured out why Russia wants to invade Ukraine?,1116,139,5105,70
1498755923996819465,https://twitter.com/MrAndyNgo/status/1498755923996819465,2022-03-01 20:23:52+00:00,"VP Kamala Harris went on black radio to explain the war:

“Ukraine is a country in Europe. It exists next to another country called Russia. Russia is a bigger country. Russia decided to invade a smaller country called Ukraine so basically that’s wrong.”https://t.co/O369VrLqBz",1113,1496,5960,564
1495748425819766785,https://twitter.com/AajKamranKhan/status/1495748425819766785,2022-02-21 13:13:09+00:00,"Terrible timing for PM Imran Khan visit to Russia. 190,000 Russian troops about to invade Ukraine. War can breakout any moment in Europe. What to do if Putin orders military invasion while PM still in Moscow. Putin didn't have good memories of Pakistan from Afghanistan invasion https://t.co/X5X736aQeR",1087,260,2999,253
1496960828225974274,https://twitter.com/Breaking911/status/1496960828225974274,2022-02-24 21:30:48+00:00,BREAKING: Male citizens of Ukraine between the ages 18 and 60 are prohibited from leaving the country - State Border Guard Service,1076,5172,19628,1791
1498702239350808581,https://twitter.com/jensstoltenberg/status/1498702239350808581,2022-03-01 16:50:33+00:00,"Visiting Tapa base to meet #NATO troops with Prime Ministers @kajakallas &amp; @BorisJohnson. I welcome that the #UK has now doubled its presence in #Estonia. Our message to President Putin is clear: stop the war, pull out your troops from #Ukraine &amp; engage in dialogue in good faith. https://t.co/O2pufr209a",1069,786,3985,76
1493543107727704066,https://twitter.com/TheSun/status/1493543107727704066,2022-02-15 11:10:00+00:00,"US intelligence claims Russia set to invade Ukraine at 1AM tomorrow with massive missile blitz and 200,000 troops https://t.co/NwLrHYn2kT",1069,421,942,1430
1499525817776365574,https://twitter.com/NewsHour/status/1499525817776365574,2022-03-03 23:23:09+00:00,"When Russian troops came into the office of the mayor of Konotop, Ukraine, he escorted them out and made sure they drove away.

""We are ready to fight till the end — till the victorious end — to defeat these Russian cockroaches,"" he tells @nickschifrin. https://t.co/KS5DIvofpZ https://t.co/BqoU7NLL0c",1058,302,776,1232
